Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Agricultural land (% of land area),AG.LND.AGRI.ZS,Barbados,BRB,44.1860465116279,41.8604651162791,25.5813953488372,23.2558139534884,23.2558139534884,23.2558139534884,23.2558139534884,23.2558139534884,23.2558139534884,23.2558139534884,23.2558139534884,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belarus,BLR,..,45.6105063890204,42.242016376159,42.0354897826473,41.8448381185095,41.6444969947778,41.3223954869066,40.7971228692482,40.2759300320276,39.8738854130745,39.5796692333841,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belgium,BEL,..,45.8114924339828,43.7807008868229,44.5323574984341,43.7477334915768,44.403633620831,44.4677641503247,44.7500918213419,44.7848757132551,44.5661441595068,44.3792221420607,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Belize,BLZ,5.52389302937308,6.53222270933801,7.45287154756686,7.45287154756686,7.54055238930294,7.54055238930294,7.62823323103902,7.89127575624726,7.97895659798334,7.97895659798334,7.97895659798334,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Benin,BEN,20.0540617240156,28.3068109258602,36.122942532813,34.3804984036893,36.3017018446258,39.5602039730401,41.071385242994,39.3140173820504,41.002345689961,43.0623652004257,41.8300133025896,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bermuda,BMU,5.55555555555556,7.40740740740741,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,5.55555555555556,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bhutan,BTN,9.71684181238362,14.5226130653266,13.7891229635071,13.6063338926174,13.4490352348993,13.4504457262716,13.4504457262716,13.5422128998427,13.6339800734137,13.7257472469848,13.8175144205558,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bolivia,BOL,32.7286993445952,34.2869011354195,35.2820086771901,35.1546201421582,35.0226160804948,35.2631302501615,35.5444151204652,35.5645909720299,35.6827879627065,35.8307014677375,35.8307014677375,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bosnia and Herzegovina,BIH,..,41.6015625,42.5,43.14453125,43.515625,43.18359375,43.28125,43.7890625,44.19921875,21.81640625,21.73828125,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Botswana,BWA,45.914280168687,45.7907645616078,45.6330174862809,45.6330174862809,45.6330174862809,45.6330174862809,45.63372328975,45.63372328975,45.63372328975,45.63372328975,45.63372328975,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Brazil,BRA,28.1043390036539,27.3175012622426,28.168707391836,28.2549706035075,28.3411141713348,28.338218790305,28.3353473380441,28.3324758857832,28.3296044335223,28.3267329812614,28.3267329812614,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,British Virgin Islands,VGB,53.3333333333333,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,46.6666666666667,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Brunei Darussalam,BRN,2.46679316888046,2.27703984819734,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,2.5426944971537,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Bulgaria,BGR,55.6720600198861,50.4564765434331,46.1670965364775,46.2509211495947,46.3294030950626,46.3338246131172,46.3983050847458,46.4904200442152,46.4904200442152,46.2601326455416,46.0850221075903,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Burkina Faso,BFA,36.3699316520468,40.9763088450292,49.293038377193,49.8260445906433,50.3590508040936,51.1961505847953,51.6768903508772,52.1594579678363,52.6708998538012,53.3497394005848,53.4020054824561,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Burundi,BDI,81.0747663551402,72.702492211838,75.5841121495327,76.6355140186916,77.6869158878505,78.7383177570093,79.7897196261682,80.8411214953271,81.892523364486,82.8079633956386,83.8865576323987,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cabo Verde,CPV,16.8734491315136,17.8660049627792,19.6029776674938,19.6029776674938,19.6029776674938,19.6029776674938,19.6029776674938,19.6029776674938,19.6029776674938,19.6029776674938,19.6029776674938,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cambodia,KHM,25.237933378654,27.0224337185588,31.9960571040109,32.2909811919329,32.7703597326082,33.1881078631317,33.7162803081804,34.3013919102651,34.6999756401541,34.8115777249037,34.8648294810786,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cameroon,CMR,19.398785724863,19.3776311057519,20.6257536333058,20.6257536333058,20.6701480823338,20.7145425313617,20.7589369803897,20.8033316409638,20.8477260899917,20.8921205390197,20.9365149880476,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Canada,CAN,6.84874057368227,6.83580221714355,6.46750520601544,6.47475514717938,6.45441069689781,6.45681990811536,6.43435624426279,6.37073522211031,6.48457678610033,6.49436207857817,6.47137801950231,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cayman Islands,CYM,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,11.25,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Central African Republic,CAF,7.95447847442936,7.98003146168416,7.89351183023532,7.89270923625156,7.89399338662557,8.30203216796687,8.81890269350541,8.96866673087418,9.00526501653344,9.04218433978619,9.09948955022633,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Chad,TCD,38.3576874205845,38.6197585768742,39.8959656925032,39.9761753494282,39.9761753494282,39.9761753494282,39.9761753494282,39.9761753494282,39.9761753494282,39.9761753494282,39.9756194409149,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Channel Islands,CHI,42.9292929292929,39.8989898989899,46.7676767676768,46.9191919191919,46.5656565656566,43.2828282828283,43.2828282828283,43.2828282828283,43.2828282828283,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Chile,CHL,21.3830742994249,20.3219229300151,17.5651877090955,17.0258627541733,16.5754635041584,16.0160767248496,15.435346965027,14.9026289456383,14.5631870231053,14.3199327104591,14.4010249751882,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,China,CHN,53.8645647484888,55.694583211727,55.7831305666223,55.7030573453299,55.6228503623161,55.54274989588,55.462649429444,55.4526368711394,55.4426243128349,55.4326117545304,55.4326117545304,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Colombia,COL,40.6336187471834,40.4317260027039,40.3644885083371,40.3504281207751,39.195132942767,39.7007661108607,39.9765660207301,39.8467278954484,38.7691151870212,37.6412798557909,36.4876070301938,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Comoros,COM,61.257388500806,68.7802256851155,71.4669532509404,71.4669532509404,71.4669532509404,71.4669532509404,71.4669532509404,71.4669532509404,71.4669532509404,71.4669532509404,71.4669532509404,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Congo, Dem. Rep.",COD,11.4510046095146,11.2922079354227,14.3137557618932,14.4116803775832,14.6841490042125,14.8275512229549,14.9255199488322,14.9434286848548,14.9450533953817,15.3036258573918,15.480763018019,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Congo, Rep.",COG,30.7974729136164,30.8636661786237,31.1081434846266,31.1140761346999,31.1174758418741,31.1317628111274,31.20878477306,31.1645680819912,31.2521229868228,31.1897510980966,31.1900439238653,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Costa Rica,CRI,43.0591461026244,36.036036036036,34.4533666274971,34.1310771641206,33.8087877007442,33.7196494320407,33.6305131218175,33.541374853114,33.342687034861,33.1439992166079,33.1439992166079,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cote d'Ivoire,CIV,59.9286037735849,62.124572327044,76.9368119496855,75.4266364779874,77.7044808176101,81.3420738993711,81.5248,82.6258229559748,84.3928672955975,84.1568125786164,86.4758163522013,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Croatia,HRV,..,20.9078552010302,27.4676577800014,27.6249017225359,26.7493388606962,26.5170466728611,26.8744192695304,26.8942101501072,26.3759828448892,25.8756254467477,26.554681915654,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cuba,CUB,62.7653631284916,61.024208566108,59.9452449567723,59.8490965013456,60.6936416184971,60.6936416184971,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,61.6666666666667,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Cyprus,CYP,17.3809523809524,15.3138528138528,13.7099567099567,11.8387445887446,13.1406926406926,14.3340800865801,13.5636796536797,13.8147186147186,13.160854978355,13.3160497835498,13.9606385281385,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Czechia,CZE,..,55.3901902420085,45.2532055433234,45.17549540215,45.6029011786038,45.628804558995,45.6399997409511,45.6468665918898,45.730560511424,45.7476202749375,45.8019594048309,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Denmark,DNK,69.7,66.175,65.847475,65.6275,65.7825,65.8125,65.649125,65.499675,65.45,65.6,65.525,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Djibouti,DJI,56.0396893874029,69.0940465918896,73.4598792062122,73.4598792062122,73.4598792062122,73.4598792062122,73.4598792062122,73.5030198446937,73.5030198446937,73.5030198446937,73.5073339085419,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Dominica,DMA,24,28,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,33.3333333333333,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Dominican Republic,DOM,54.1744297246947,52.0596149865452,50.0964851997516,51.825944938936,52.3864086110536,53.3660298074933,53.7012184317945,52.3243921638275,52.4107297353709,54.6941243644449,55.3530808941944,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Ecuador,ECU,28.3412801618263,32.477049444355,23.3089064261556,22.2096956031567,22.507650185215,21.9358995007248,21.4607827347399,21.8231599291351,22.024480592688,21.5332581736189,21.5413110001611,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Egypt, Arab Rep.",EGY,2.6601034707921,3.30604249334472,3.80719985936009,3.75083168416294,3.85450680596715,3.88065698930132,3.93992666633181,3.98915063539103,4.04942488321865,4.07654829474107,4.07654829474107,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,El Salvador,SLV,61.3320463320463,62.0994208494209,59.0250965250965,58.5955598455598,58.1660231660232,57.707528957529,57.707528957529,57.707528957529,57.707528957529,57.707528957529,57.707528957529,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Equatorial Guinea,GNQ,3.70231729055258,3.66666666666667,3.71764705882353,3.7222816399287,3.72691622103387,3.73155080213904,3.73618538324421,3.74046345811052,3.74046345811052,3.74046345811052,3.73333333333333,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Eritrea,ERI,..,74.5544554455445,62.6978016748456,62.7036614635264,62.70688595366,62.7035294042634,62.7020628070177,62.7226371689837,62.6515330315189,62.6515330315189,62.6515330315189,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Estonia,EST,..,23.2602028780373,22.8433402346446,23.0733839429492,22.9707602339181,23.0409356725146,23.1204678362573,23.0409356725146,23.0877192982456,23.075122864498,23.1219283875497,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Eswatini,SWZ,71.9767441860465,71.1046511627907,70.4651162790698,70.2325581395349,70,69.8255813953488,69.593023255814,69.4767441860465,69.4767441860465,69.4767441860465,69.4767441860465,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Ethiopia,ETH,..,30.534,32.9671104083739,33.1082473792896,33.263928812192,33.5852351498111,33.8392563550947,34.0927476985506,34.3554706330212,34.0779564851996,34.0779564851996,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Faroe Islands,FRO,69.1489971346705,69.1210601719198,69.067335243553,69.0186246418338,69.0186246418338,69.0078796561605,69.0078796561605,70.3294289897511,70.1240875912409,70.0729927007299,70.1240875912409,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Fiji,FJI,22.4411603721949,20.3503010399562,17.2742200328407,17.2359058565955,17.1975916803503,17.1592775041051,17.1209633278599,17.0552818828681,17.0552818828681,17.0552818828681,17.0552818828681,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Finland,FIN,7.85646278604025,7.2819199579763,7.48050409660755,7.48576881313547,7.4690708081074,7.47565148723348,7.48198598361465,7.46857932486675,7.46181004166177,7.45522996225995,7.44176865377023,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,France,FRA,56.7637072084609,55.3064291678263,53.301604972632,53.2851303460432,53.2470526022822,53.1776602653307,52.915574914185,52.729670655905,52.7417272474256,52.6738892290565,52.5043974394656,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,French Polynesia,PYF,9.81890710382514,9.57095937770095,8.92808988764045,8.78674733506194,8.93353500432152,9.08029386343993,8.93898012100259,9.085738980121,8.94442523768367,8.80308268510516,8.66176894266782,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Gabon,GAB,7.78274537198743,8.02188846198626,8.35656459812939,8.35656459812939,8.35656459812939,8.35656459812939,8.35656459812939,8.35656459812939,8.35656459812939,8.35656459812939,8.35656459812939,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Gambia, The",GMB,57.5098814229249,50,63.6363636363636,63.6363636363636,62.6482213438735,62.6482213438735,62.6482213438735,62.6482213438735,62.6482213438735,62.6482213438735,62.6482213438735,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Georgia,GEO,..,43.1716793783278,34.7978126349115,34.4510001439056,34.3186069938121,34.1660670600086,34.1430421643402,34.2193121312419,34.2480932508275,34.3056554899986,34.1329687724852,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Germany,DEU,51.6483831237648,48.9124516406362,47.9590666743106,47.6843370735058,47.7631164667831,47.6415364359723,47.7002776267209,47.4970663155786,47.4856177910072,47.5011449507671,47.4658729931603,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Ghana,GHA,55.4979344291114,56.1023121209458,54.564096422607,54.3110758547948,53.1069873428848,53.694038850312,54.8490737607292,55.393750274689,55.393019913595,55.393019913595,55.393019913595,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Greece,GRC,71.5438324282389,66.1675717610551,48.0915438324282,47.6027928626843,46.9630783553142,46.1108642358417,45.4892645461598,43.6358456167572,44.3128673390225,41.6760170674942,41.6760178432894,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Greenland,GRL,0.693005560433128,0.584236813253746,0.59227676939944,0.592301132902911,0.592301132902911,0.592301132902911,0.592301132902911,0.592301132902911,0.592301132902911,0.592301132902911,0.592301132902911,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Grenada,GRD,38.2352941176471,35.2941176470588,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,23.5294117647059,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Guam,GUM,37.037037037037,37.037037037037,31.4814814814815,31.4814814814815,31.4814814814815,29.6296296296296,29.6296296296296,29.6296296296296,29.6296296296296,29.6296296296296,29.6296296296296,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Guatemala,GTM,39.9869354236655,44.4356103023516,41.6573348264278,41.9354236655468,42.2135125046659,42.491601343785,42.7696901829041,43.0384471817842,43.0384471817842,43.0384471817842,43.0384471817842,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Guinea,GIN,57.1793464105486,57.2361102067394,66.0886985186391,66.5092104834771,67.2847460524174,67.9785214878724,67.9118492593196,69.0970645450106,70.5533212599707,71.948919501872,73.2292487384014,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Guinea-Bissau,GNB,20.5785917496444,23.5817923186344,28.0864153627312,28.2661948790896,28.2675711237553,28.8265931721195,29.0523897581792,29.3353982930299,29.8490327169275,29.6239118065434,29.8908428165007,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Guyana,GUY,3.61328727457455,3.63360731521463,3.65252730505461,3.65252730505461,3.65252730505461,3.65252730505461,3.65252730505461,3.40532348204982,3.41005967604433,3.41005967604433,3.41005967604433,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Haiti,HTI,57.9462989840348,61.3207547169811,75.0362844702467,75.0362844702467,72.9317851959361,72.3875181422351,64.9492017416546,64.9492017416546,65.1306240928882,65.1306240928882,65.1306240928882,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Honduras,HND,29.6719992850121,26.2311198498525,30.1635534900349,30.6014835999643,31.1734739476271,31.361158280454,31.361158280454,31.6203414067388,31.9599606756636,31.9599606756636,31.9599606756636,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Hong Kong SAR, China",HKG,8.08080808080808,6.66666666666667,4.85714285714286,4.76190476190476,4.85714285714286,4.76190476190476,4.76190476190476,3.80952380952381,3.80952380952381,3.80952380952381,3.80952380952381,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Hungary,HUN,72.0373873372649,65.32024101763,57.6813499890423,57.8785886478194,58.1087004163927,58.031996493535,57.8347578347578,53.8754394039009,55.2672430418584,55.6214332675871,55.6985097523559,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Iceland,ISL,18.9625935162095,18.8428927680798,18.6733167082294,18.6733167082294,18.6733167082294,18.565903005058,18.565903005058,18.565903005058,18.565903005058,18.565903005058,16.2451651294258,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,India,IND,61.0162821750376,60.8689656564162,60.4317248477225,60.3990999566123,60.2840719900175,60.2437112999842,60.2198312250478,60.0459439188212,60.0507647678083,60.0555856504293,60.0604064994165,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Indonesia,IDN,24.8861484789437,23.7643400679301,27.6112077694021,27.8730589677122,27.7598939877572,28.411834447481,28.7503293442037,28.9649906072855,28.9558492042508,29.0073830174182,29.1258057551148,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Iran, Islamic Rep.",IRN,37.7587858247992,38.6085119968565,28.2141015250866,28.2141015250866,28.6194144838213,28.9152542372881,28.9602465331279,28.9848998459168,29.008936825886,29.008936825886,29.008936825886,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Iraq,IRQ,21.121247456387,19.4233715161076,21.364205948476,21.4745420705414,21.5116279069767,21.60422732466,21.7695160435814,21.7755050330546,21.8439177204985,21.7784995277912,21.8307880128072,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Ireland,IRL,65.864421541588,63.814196545217,64.3054144287995,64.7554071708521,65.1618522281899,65.5537813906227,65.6699085498621,65.495717811003,62.9554362026419,63.115111046596,60.8070837567136,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Isle of Man,IMN,69.4736842105263,76.8421052631579,72.1052631578947,70.5263157894737,70.8771929824561,72.280701754386,70.5263157894737,70.5263157894737,68.7719298245614,71.4035087719298,69.0898245614035,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Israel,ISR,26.7560073937153,26.1552680221811,24.6719038817006,25.5083179297597,29.7597042513863,29.6349353049908,29.5009242144177,25.0369685767098,24.9075785582255,24.7042513863216,24.8012939001848,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Italy,ITA,57.2574886947061,52.8780797922345,43.7748124902779,43.3250596852407,43.3743295977925,41.948748469826,44.3699956377212,42.332263616904,41.9422315930434,43.9631475720276,44.2565839307453,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Jamaica,JAM,43.9519852262235,44.2289935364728,38.5041551246537,38.5041551246537,38.5041551246537,38.5041551246537,38.5041551246537,38.5041551246537,38.5041551246537,38.5041551246537,38.5041551246537,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Japan,JPN,15.9956116291827,14.4252400548697,13.2949245541838,13.2043895747599,13.1083676268861,13.0205761316872,12.9355281207133,12.8449931412894,12.7818930041152,12.716049382716,12.6368303066246,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Jordan,JOR,11.7883046237534,12.1146872166818,11.8979499887362,12.0067582788916,11.3426447398063,11.5093489524668,11.6730860193256,11.5886208527603,11.5210487195081,11.7462891636822,11.5323107417168,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kazakhstan,KAZ,..,79.7841612030966,80.1050857502685,80.0985665073897,80.088046820017,80.0222617327851,79.2585472459903,79.3233322220988,79.3664851650183,79.3664851650183,79.3664851650183,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kenya,KEN,46.9959282426117,46.9669541764768,49.5619679036477,49.6614869747445,48.9288901383398,49.5521664949056,49.5174851803854,49.3892110936528,49.4013975092459,49.4830453575056,49.5263223856783,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kiribati,KIR,48.1481481481481,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,41.9753086419753,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Korea, Dem. People's Rep.",PRK,20.7994767876422,21.0047338260942,21.8469645378291,21.6178058300806,21.5679760817208,21.5762810397807,21.5513661656009,21.5638236026908,21.5596711236608,21.5530271572129,21.5538576530189,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,"Korea, Rep.",KOR,22.5896744764669,20.4540742276591,17.815177792601,17.4460708387613,17.1951594708235,16.9401148482363,16.7725409836066,16.608606557377,16.4241803278689,16.2295081967213,16.0655737704918,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kuwait,KWT,7.91245791245791,8.30527497194164,8.38383838383838,8.41750841750842,8.49607182940516,8.41750841750842,8.41750841750842,8.41750841750842,8.41750841750842,8.41750841750842,8.41750841750842,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Kyrgyz Republic,KGZ,..,55.8602711157456,55.0375391032325,54.958811261731,54.9535974973931,54.0709071949948,54.0583941605839,54.0552659019812,54.0464025026069,55.2526068821689,54.0085714285714,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Lao PDR,LAO,7.19237435008666,7.82495667244367,10.4545060658579,10.5112651646447,10.2235701906412,10.0511265164645,9.80459272097054,9.56629116117851,9.57712305025997,9.79116117850953,9.90987868284229,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Latvia,LVA,..,25.5194690407701,30.2842817426519,31.0315457920195,31.0636861812397,31.1440371542899,31.4975814357112,31.6406877711715,31.6567571910654,31.6567571910654,31.6728266109593,..
Agricultural land (% of land area),AG.LND.AGRI.ZS,Lebanon,LBN,59.1397849462366,58.1622678396872,65.0048875855327,65.5913978494624,65.8181818181818,65.6451612903226,65.6207233626589,65.8958944281525,66.6294916911046,66.1275659824047,65.9055522971652,..
